Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_30_041.jpg;0;0;0;0;99.66999;85.58897;0.0002325376;58.4077;-4.255078E-06
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_30_108.jpg;0;0;0;0;99.66999;85.58897;0.0002325376;58.4077;-4.255078E-06
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_30_175.jpg;0;0;0;0;99.66999;85.58897;0.0002325376;58.4077;-4.255078E-06
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_30_241.jpg;0;0;0;0;99.66999;85.58897;0.0002325376;58.4077;-4.255078E-06
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_30_308.jpg;0;0;0;0;99.66999;85.58897;0.0002325376;58.4077;-4.255078E-06
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_30_375.jpg;0;0;0;0;99.66999;85.58897;0.0002325376;58.4077;-4.255078E-06
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_30_442.jpg;0;0;0;0;99.66999;85.58897;0.0002325376;58.4077;-4.255078E-06
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_30_508.jpg;0;0;0;0;99.66999;85.58897;0.0002325376;58.4077;-4.255078E-06
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_30_575.jpg;0;0;0;0;99.66999;85.58897;0.0002324795;58.4077;-4.049699E-06
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_30_642.jpg;0;0;0;0;99.66999;85.58897;0.0002324359;58.4077;-3.895661E-06
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_30_709.jpg;0;0;0;0;99.66999;85.58897;0.0002323924;58.4077;-3.741623E-06
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_30_775.jpg;0;0;0;0;99.66999;85.58897;0.0002323342;58.4077;-3.536244E-06
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_30_842.jpg;0;0;0;0;99.66999;85.58897;0.0002322907;58.4077;-3.382206E-06
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_30_908.jpg;0;0;0;0;99.66999;85.58897;0.0002322471;58.4077;-3.228168E-06
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_30_975.jpg;0;0;0;0;99.66999;85.58897;0.0002325552;58.4077;-3.141021E-06
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_31_042.jpg;0;0;0;0;99.66999;85.58897;0.0002328633;58.4077;-3.053866E-06
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_31_108.jpg;0;0.1003171;0;0;99.67001;85.589;0.0009032826;58.40767;-2.938052E-06
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_31_175.jpg;0;0.2996432;0;0;99.67051;85.58981;0.02165198;58.43672;7.194543E-06
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_31_242.jpg;0;0.500046;0;0.01322465;99.67205;85.59234;0.08385526;58.44489;-5.438144E-05
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_31_308.jpg;0;0.7000051;0;0.06040965;99.67531;85.59763;0.2111235;58.40961;0.0001957789
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_31_375.jpg;0;0.9000421;0;0.1177327;99.68245;85.60919;0.4676738;58.42976;-0.001501131
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_31_442.jpg;0;1;0;0.1205151;99.68868;85.61929;0.6498553;58.43182;-5.585907E-05
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_31_508.jpg;0;1;0;0.2127584;99.69769;85.63387;0.9005716;58.41285;-0.0009561577
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_31_576.jpg;0;1;0;0.2701265;99.71233;85.65751;1.248139;58.32031;-0.0001890223
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_31_642.jpg;0;1;0;0.3301555;99.72359;85.67563;1.319502;58.27229;-0.002858819
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_31_708.jpg;0;1;0;0.3914107;99.7349;85.69354;1.174629;58.10657;0.001321519
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_31_775.jpg;-3.002221;1;0;0.4427733;99.75382;85.72268;1.080343;57.82741;0.0008466938
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_31_842.jpg;-6.002191;1;0;0.4913675;99.77081;85.74761;1.072547;57.62109;-0.004351913
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_31_908.jpg;-5.997644;1;0;0.541629;99.79029;85.77527;1.114175;57.28271;359.9897
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_31_975.jpg;-3.00177;1;0;0.6081254;99.81855;85.81664;1.211473;57.11353;0.0001489901
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_32_042.jpg;-0.003194511;1;0;0.643926;99.84075;85.84987;1.238585;57.08091;-0.0004906076
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_32_109.jpg;0;1;0;0.7087826;99.86422;85.8857;1.234053;57.10714;-0.001044648
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_32_175.jpg;0;1;0;0.7680486;99.89779;85.93724;1.202641;57.166;-0.0008079011
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_32_242.jpg;0;1;0;0.820044;99.92522;85.97935;1.203407;57.15417;-0.0006000951
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_32_308.jpg;0;1;0;0.8923206;99.95432;86.02406;1.209158;57.1384;-0.0007388655
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_32_375.jpg;0;1;0;0.9272832;99.99541;86.08718;1.208345;57.21846;-0.001102654
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_32_442.jpg;-2.997044;1;0;0.9876642;100.0289;86.1373;1.215733;57.08184;7.891178E-05
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_32_508.jpg;-5.990084;1;0;1.050724;100.0648;86.18881;1.211604;56.75188;0.001295624
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_32_575.jpg;-8.99136;1;0;1.084906;100.1169;86.25937;1.212045;55.91961;0.00268257
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_32_642.jpg;-11.99421;1;0;1.137974;100.1598;86.31355;1.210836;55.07929;359.9888
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_32_708.jpg;-14.99247;1;0;1.191958;100.2061;86.36848;1.212171;54.00637;359.9607
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_32_775.jpg;-15;1;0;1.24376;100.2725;86.44264;1.190675;52.32766;359.936
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_32_842.jpg;-13.50177;1;0;1.283687;100.3255;86.49953;1.168125;51.07401;359.933
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_32_908.jpg;-10.49559;1;0;1.348328;100.3811;86.55849;1.165056;50.00895;359.9456
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_32_975.jpg;-7.501831;1;0;1.39885;100.4587;86.64089;1.205233;48.90418;359.9868
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_33_042.jpg;-4.50222;1;0;1.444461;100.5194;86.70528;1.257726;48.32903;0.002931631
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_33_108.jpg;-1.500225;1;0;1.506401;100.5817;86.7716;1.28816;47.98207;0.001333665
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_33_175.jpg;0;1;0;1.553914;100.666;86.86369;1.280355;47.89183;-0.0008975936
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_33_242.jpg;0;1;0;1.601102;100.7311;86.93513;1.256144;47.87741;-0.0005841216
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_33_308.jpg;0;1;0;1.663624;100.7985;87.00906;1.267852;47.86445;-0.0009128808
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_33_375.jpg;0;1;0;1.70804;100.8911;87.1106;1.27289;47.84997;-0.00101827
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_33_442.jpg;0;1;0;1.754161;100.9628;87.18911;1.274965;47.83807;-0.00103575
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_33_508.jpg;0;1;0;1.814893;101.0363;87.26963;1.2782;47.8292;-0.001069911
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_33_575.jpg;-3.00033;1;0;1.860471;101.1381;87.37917;1.280949;47.57009;9.142999E-05
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_33_642.jpg;-5.999895;1;0;1.904985;101.2182;87.46198;1.277637;47.03344;0.001978579
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_33_708.jpg;-9.003194;1;0;1.963316;101.302;87.54489;1.279331;46.18597;-0.00198704
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_33_776.jpg;-12.00771;1;0;2.004844;101.4203;87.65363;1.258479;44.514;359.9413
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_33_842.jpg;-14.99994;1;0;2.045429;101.5138;87.73258;1.189311;42.85887;359.869
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_33_908.jpg;-15;1;0;2.099624;101.6113;87.80933;1.078352;41.0384;359.779
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_33_975.jpg;-15;1;0;2.141624;101.7476;87.90862;0.889687;38.56554;359.6322
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_34_042.jpg;-15;1;0;2.182998;101.8546;87.98069;0.7340306;36.6971;359.4984
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_34_108.jpg;-11.99796;1;0;2.239156;101.9653;88.05157;0.5757676;34.96558;359.3704
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_34_175.jpg;-8.994212;1;0;2.283637;102.1184;88.14616;0.4033814;33.13943;359.2292
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_34_242.jpg;-5.997616;1;0;2.327207;102.237;88.2179;0.3088051;32.14736;359.1644
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_34_308.jpg;-2.990581;1;0;2.384691;102.3587;88.29099;0.251307;31.4838;359.1446
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_34_375.jpg;0;1;0;2.427814;102.5253;88.39196;0.2582442;31.16178;359.192
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_34_442.jpg;0;1;0;2.469277;102.6537;88.47009;0.3368448;31.13391;359.258
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_34_508.jpg;3.000062;1;0;2.524293;102.7845;88.55103;0.4678288;31.30676;359.3668
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_34_575.jpg;6.000029;1;0;2.564182;102.9606;88.66554;0.7120895;32.12664;359.616
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_34_642.jpg;8.999956;1;0;2.602871;103.093;88.75731;0.9397273;33.21007;359.8873
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_34_708.jpg;12.00537;1;0;2.652589;103.2245;88.85354;1.151716;34.6568;0.1772224
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_34_775.jpg;12.00839;1;0;2.684836;103.3955;88.98607;1.216834;37.04984;0.4580103
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_34_842.jpg;9.007966;1;0;2.717314;103.5209;89.0867;1.05762;38.63884;0.5306839
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_34_908.jpg;6.011598;1;0;2.762083;103.6443;89.18852;0.7384824;39.87597;0.4960056
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_34_975.jpg;3.011177;1;0;2.830865;103.8113;89.33385;0.425485;41.0105;0.5002109
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_35_044.jpg;0.01206189;1;0;2.871361;103.9397;89.44631;0.2910581;41.29069;0.5037243
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_35_108.jpg;0;1;0;2.924417;104.0711;89.56118;0.2371275;41.34502;0.489491
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_35_175.jpg;0;1;0;2.964109;104.2504;89.71815;0.2732237;41.34895;0.4494013
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_35_242.jpg;-3.003527;1;0;3.003669;104.3889;89.83732;0.369083;41.12391;0.3700688
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_35_308.jpg;-5.998053;1;0;3.055025;104.5318;89.95632;0.5170779;40.53397;0.2247784
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_35_375.jpg;-6.007995;1;0;3.091748;104.6797;90.07411;0.7111833;39.56465;0.006075654
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_35_441.jpg;-3.011807;1;0;3.131921;104.8795;90.23325;0.9584482;38.59982;359.8105
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_35_508.jpg;-0.008642077;1;0;3.185463;105.0311;90.35439;1.125076;38.25748;359.7279
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_35_575.jpg;0;1;0;3.220807;105.2321;90.51801;1.158273;38.11989;359.8452
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_35_642.jpg;0;1;0;3.270181;105.3866;90.64111;1.185852;38.09222;359.9236
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_35_708.jpg;0;1;0;3.322458;105.5437;90.76563;1.244893;38.10587;359.9937
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_35_775.jpg;0;1;0;3.361606;105.7575;90.93285;1.3503;38.09523;-0.001788832
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_35_842.jpg;0;1;0;3.400893;105.92;91.05964;1.420188;38.08076;-0.001776128
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_35_908.jpg;0;1;0;3.453971;106.0838;91.18704;1.425621;38.06133;-0.001841466
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_35_975.jpg;0;1;0;3.495883;106.305;91.35879;1.405581;38.03845;-0.001075171
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_36_042.jpg;0;1;0;3.535405;106.4734;91.48939;1.411463;38.01665;-0.00152178
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_36_108.jpg;0;1;0;3.587164;106.6436;91.62132;1.41324;37.99881;-0.001182676
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_36_175.jpg;0;1;0;3.626693;106.8736;91.79939;1.418563;37.97316;-0.001665689
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_36_242.jpg;0;1;0;3.665302;107.0483;91.93452;1.419255;37.95609;-0.001577084
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_36_308.jpg;0;1;0;3.70457;107.2249;92.07104;1.42244;37.93726;-0.001680691
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_36_375.jpg;0;1;0;3.755599;107.4633;92.25522;1.429388;37.91218;-0.001599029
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_36_441.jpg;0;1;0;3.794189;107.6443;92.3949;1.431455;37.89331;-0.001609759
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_36_509.jpg;0;1;0;3.845236;107.8272;92.53593;1.434176;37.87359;-0.001725377
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_36_575.jpg;0;1;0;3.883535;108.0739;92.72606;1.43825;37.84764;-0.001642965
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_36_642.jpg;0;1;0;3.922086;108.2611;92.87025;1.444435;37.82778;-0.001288273
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_36_709.jpg;0;1;0;3.972208;108.4501;93.01569;1.44541;37.80748;-0.001308451
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_36_776.jpg;0;1;0;4.009779;108.7051;93.2117;1.450372;37.77934;-0.001328417
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_36_842.jpg;0;1;0;4.047554;108.8985;93.36024;1.454824;37.7582;-0.001223959
/Users/iTurbo/Google Drive/3. Developer/11. Udacity/2. Robotics/rover_project/personal_dataset/IMG/robocam_2017_07_06_19_28_36_909.jpg;0;1;0;4.097507;109.0936;93.51003;1.456178;37.73605;-0.001334986
